,value
3593,date_of_first_operative_procedure_opcs4_f41282_0_14
3594,date_of_first_operative_procedure_opcs4_f41282_0_15
3595,date_of_first_operative_procedure_opcs4_f41282_0_16
3596,date_of_first_operative_procedure_opcs4_f41282_0_17
3597,date_of_first_operative_procedure_opcs4_f41282_0_18
3598,date_of_first_operative_procedure_opcs4_f41282_0_19
3599,date_of_first_operative_procedure_opcs4_f41282_0_20
3600,date_of_first_operative_procedure_opcs4_f41282_0_21
3601,date_of_first_operative_procedure_opcs4_f41282_0_22
3602,date_of_first_operative_procedure_opcs4_f41282_0_23
3603,date_of_first_operative_procedure_opcs4_f41282_0_24
3604,date_of_first_operative_procedure_opcs4_f41282_0_25
3605,date_of_first_operative_procedure_opcs4_f41282_0_26
3606,date_of_first_operative_procedure_opcs4_f41282_0_27
3607,date_of_first_operative_procedure_opcs4_f41282_0_28
3608,date_of_first_operative_procedure_opcs4_f41282_0_29
3609,date_of_first_operative_procedure_opcs4_f41282_0_30
3610,date_of_first_operative_procedure_opcs4_f41282_0_31
3611,date_of_first_operative_procedure_opcs4_f41282_0_32
3612,date_of_first_operative_procedure_opcs4_f41282_0_33
3613,date_of_first_operative_procedure_opcs4_f41282_0_34
3614,date_of_first_operative_procedure_opcs4_f41282_0_35
3615,date_of_first_operative_procedure_opcs4_f41282_0_36
3616,date_of_first_operative_procedure_opcs4_f41282_0_37
3617,date_of_first_operative_procedure_opcs4_f41282_0_38
3618,date_of_first_operative_procedure_opcs4_f41282_0_39
3619,date_of_first_operative_procedure_opcs4_f41282_0_40
3620,date_of_first_operative_procedure_opcs4_f41282_0_41
3621,date_of_first_operative_procedure_opcs4_f41282_0_42
3622,date_of_first_operative_procedure_opcs4_f41282_0_43
3623,date_of_first_operative_procedure_opcs4_f41282_0_44
3624,date_of_first_operative_procedure_opcs4_f41282_0_45
3625,date_of_first_operative_procedure_opcs4_f41282_0_46
3626,date_of_first_operative_procedure_opcs4_f41282_0_47
3627,date_of_first_operative_procedure_opcs4_f41282_0_48
3628,date_of_first_operative_procedure_opcs4_f41282_0_49
3629,date_of_first_operative_procedure_opcs4_f41282_0_50
3630,date_of_first_operative_procedure_opcs4_f41282_0_51
3631,date_of_first_operative_procedure_opcs4_f41282_0_52
3632,date_of_first_operative_procedure_opcs4_f41282_0_53
3633,date_of_first_operative_procedure_opcs4_f41282_0_54
3634,date_of_first_operative_procedure_opcs4_f41282_0_55
3635,date_of_first_operative_procedure_opcs4_f41282_0_56
3636,date_of_first_operative_procedure_opcs4_f41282_0_57
3637,date_of_first_operative_procedure_opcs4_f41282_0_58
3638,date_of_first_operative_procedure_opcs4_f41282_0_59
3639,date_of_first_operative_procedure_opcs4_f41282_0_60
3640,date_of_first_operative_procedure_opcs4_f41282_0_61
3641,date_of_first_operative_procedure_opcs4_f41282_0_62
3642,date_of_first_operative_procedure_opcs4_f41282_0_63
3643,date_of_first_operative_procedure_opcs4_f41282_0_64
3644,date_of_first_operative_procedure_opcs4_f41282_0_65
3645,date_of_first_operative_procedure_opcs4_f41282_0_66
3646,date_of_first_operative_procedure_opcs4_f41282_0_67
3647,date_of_first_operative_procedure_opcs4_f41282_0_68
3648,date_of_first_operative_procedure_opcs4_f41282_0_69
3649,date_of_first_operative_procedure_opcs4_f41282_0_70
3650,date_of_first_operative_procedure_opcs4_f41282_0_71
3651,date_of_first_operative_procedure_opcs4_f41282_0_72
3652,date_of_first_operative_procedure_opcs4_f41282_0_73
3653,date_of_first_operative_procedure_opcs4_f41282_0_74
3654,date_of_first_operative_procedure_opcs4_f41282_0_75
3655,date_of_first_operative_procedure_opcs4_f41282_0_76
3656,date_of_first_operative_procedure_opcs4_f41282_0_77
3657,date_of_first_operative_procedure_opcs4_f41282_0_78
3658,date_of_first_operative_procedure_opcs4_f41282_0_79
3659,date_of_first_operative_procedure_opcs4_f41282_0_80
3660,date_of_first_operative_procedure_opcs4_f41282_0_81
3661,date_of_first_operative_procedure_opcs4_f41282_0_82
3662,date_of_first_operative_procedure_opcs4_f41282_0_83
3663,date_of_first_operative_procedure_opcs4_f41282_0_84
3664,date_of_first_operative_procedure_opcs4_f41282_0_85
3665,date_of_first_operative_procedure_opcs4_f41282_0_86
3666,date_of_first_operative_procedure_opcs4_f41282_0_87
3667,date_of_first_operative_procedure_opcs4_f41282_0_88
3668,date_of_first_operative_procedure_opcs4_f41282_0_89
3669,date_of_first_operative_procedure_opcs4_f41282_0_90
3670,date_of_first_operative_procedure_opcs4_f41282_0_91
3671,date_of_first_operative_procedure_opcs4_f41282_0_92
3672,date_of_first_operative_procedure_opcs4_f41282_0_93
3673,date_of_first_operative_procedure_opcs4_f41282_0_94
3674,date_of_first_operative_procedure_opcs4_f41282_0_95
3675,date_of_first_operative_procedure_opcs4_f41282_0_96
3676,date_of_first_operative_procedure_opcs4_f41282_0_97
3677,date_of_first_operative_procedure_opcs4_f41282_0_98
3678,date_of_first_operative_procedure_opcs4_f41282_0_99
3679,date_of_first_operative_procedure_opcs4_f41282_0_100
3680,date_of_first_operative_procedure_opcs4_f41282_0_101
3681,date_of_first_operative_procedure_opcs4_f41282_0_102
3682,date_of_first_operative_procedure_opcs4_f41282_0_103
3683,date_of_first_operative_procedure_opcs4_f41282_0_104
3684,date_of_first_operative_procedure_opcs4_f41282_0_105
3685,date_of_first_operative_procedure_opcs4_f41282_0_106
3686,date_of_first_operative_procedure_opcs4_f41282_0_107
3687,date_of_first_operative_procedure_opcs4_f41282_0_108
3688,date_of_first_operative_procedure_opcs4_f41282_0_109
3689,date_of_first_operative_procedure_opcs4_f41282_0_110
3690,date_of_first_operative_procedure_opcs4_f41282_0_111
3691,date_of_first_operative_procedure_opcs4_f41282_0_112
3692,date_of_first_operative_procedure_opcs4_f41282_0_113
3693,date_of_first_operative_procedure_opcs4_f41282_0_114
3694,date_of_first_operative_procedure_opcs4_f41282_0_115
3695,date_of_first_operative_procedure_opcs4_f41282_0_116
3696,date_of_first_operative_procedure_opcs3_f41283_0_0
3697,date_of_first_operative_procedure_opcs3_f41283_0_1
3698,date_of_first_operative_procedure_opcs3_f41283_0_2
3699,date_of_first_operative_procedure_opcs3_f41283_0_3
3700,date_of_first_operative_procedure_opcs3_f41283_0_4
3701,date_of_first_operative_procedure_opcs3_f41283_0_5
3702,date_of_first_operative_procedure_opcs3_f41283_0_6
3703,date_of_first_operative_procedure_opcs3_f41283_0_7
3704,date_of_first_operative_procedure_opcs3_f41283_0_8
3705,date_of_first_operative_procedure_opcs3_f41283_0_9
3706,date_of_first_operative_procedure_opcs3_f41283_0_10
3707,date_of_first_operative_procedure_opcs3_f41283_0_11
3708,date_of_first_operative_procedure_opcs3_f41283_0_12
3709,date_of_first_operative_procedure_opcs3_f41283_0_13
3710,date_of_first_operative_procedure_opcs3_f41283_0_14
3711,date_of_first_operative_procedure_opcs3_f41283_0_15
3712,date_of_myocardial_infarction_f42000_0_0
3713,source_of_myocardial_infarction_report_f42001_0_0
3714,date_of_stemi_f42002_0_0
3715,source_of_stemi_report_f42003_0_0
3716,date_of_nstemi_f42004_0_0
3717,source_of_nstemi_report_f42005_0_0
3718,date_of_stroke_f42006_0_0
3719,source_of_stroke_report_f42007_0_0
3720,date_of_ischaemic_stroke_f42008_0_0
3721,source_of_ischaemic_stroke_report_f42009_0_0
3722,date_of_intracerebral_haemorrhage_f42010_0_0
3723,source_of_intracerebral_haemorrhage_report_f42011_0_0
3724,date_of_subarachnoid_haemorrhage_f42012_0_0
3725,source_of_subarachnoid_haemorrhage_report_f42013_0_0
3726,date_of_asthma_report_f42014_0_0
3727,source_of_asthma_report_f42015_0_0
3728,date_of_chronic_obstructive_pulmonary_disease_report_f42016_0_0
3729,source_of_chronic_obstructive_pulmonary_disease_report_f42017_0_0
3730,date_of_all_cause_dementia_report_f42018_0_0
3731,source_of_all_cause_dementia_report_f42019_0_0
3732,date_of_alzheimers_disease_report_f42020_0_0
3733,source_of_alzheimers_disease_report_f42021_0_0
3734,date_of_vascular_dementia_report_f42022_0_0
3735,source_of_vascular_dementia_report_f42023_0_0
3736,date_of_frontotemporal_dementia_report_f42024_0_0
3737,source_of_frontotemporal_dementia_report_f42025_0_0
3738,date_of_end_stage_renal_disease_report_f42026_0_0
3739,source_of_end_stage_renal_disease_report_f42027_0_0
3740,date_of_motor_neurone_disease_report_f42028_0_0
3741,source_of_motor_neurone_disease_report_f42029_0_0
3742,date_of_all_cause_parkinsonism_report_f42030_0_0
3743,source_of_all_cause_parkinsonism_report_f42031_0_0
3744,date_of_parkinsons_disease_report_f42032_0_0
3745,source_of_parkinsons_disease_report_f42033_0_0
3746,date_of_progressive_supranuclear_palsy_report_f42034_0_0
3747,source_of_progressive_supranuclear_palsy_report_f42035_0_0
3748,date_of_multiple_system_atrophy_report_f42036_0_0
3749,source_of_multiple_system_atrophy_report_f42037_0_0
3750,food_weight_f100001_0_0
3751,food_weight_f100001_1_0
3752,food_weight_f100001_2_0
3753,food_weight_f100001_3_0
3754,food_weight_f100001_4_0
3755,energy_f100002_0_0
3756,energy_f100002_1_0
3757,energy_f100002_2_0
3758,energy_f100002_3_0
3759,energy_f100002_4_0
3760,protein_f100003_0_0
3761,protein_f100003_1_0
3762,protein_f100003_2_0
3763,protein_f100003_3_0
3764,protein_f100003_4_0
3765,fat_f100004_0_0
3766,fat_f100004_1_0
3767,fat_f100004_2_0
3768,fat_f100004_3_0
3769,fat_f100004_4_0
3770,carbohydrate_f100005_0_0
3771,carbohydrate_f100005_1_0
3772,carbohydrate_f100005_2_0
3773,carbohydrate_f100005_3_0
3774,carbohydrate_f100005_4_0
3775,saturated_fat_f100006_0_0
3776,saturated_fat_f100006_1_0
3777,saturated_fat_f100006_2_0
3778,saturated_fat_f100006_3_0
3779,saturated_fat_f100006_4_0
3780,polyunsaturated_fat_f100007_0_0
3781,polyunsaturated_fat_f100007_1_0
3782,polyunsaturated_fat_f100007_2_0
3783,polyunsaturated_fat_f100007_3_0
3784,polyunsaturated_fat_f100007_4_0
3785,total_sugars_f100008_0_0
3786,total_sugars_f100008_1_0
3787,total_sugars_f100008_2_0
3788,total_sugars_f100008_3_0
3789,total_sugars_f100008_4_0
3790,englyst_dietary_fibre_f100009_0_0
3791,englyst_dietary_fibre_f100009_1_0
3792,englyst_dietary_fibre_f100009_2_0
3793,englyst_dietary_fibre_f100009_3_0
3794,englyst_dietary_fibre_f100009_4_0
3795,portion_size_f100010_0_0
3796,portion_size_f100010_1_0
3797,portion_size_f100010_2_0
3798,portion_size_f100010_3_0
3799,portion_size_f100010_4_0
3800,iron_f100011_0_0
3801,iron_f100011_1_0
3802,iron_f100011_2_0
3803,iron_f100011_3_0
3804,iron_f100011_4_0
3805,vitamin_b6_f100012_0_0
3806,vitamin_b6_f100012_1_0
3807,vitamin_b6_f100012_2_0
3808,vitamin_b6_f100012_3_0
3809,vitamin_b6_f100012_4_0
3810,vitamin_b12_f100013_0_0
3811,vitamin_b12_f100013_1_0
3812,vitamin_b12_f100013_2_0
3813,vitamin_b12_f100013_3_0
3814,vitamin_b12_f100013_4_0
3815,folate_f100014_0_0
3816,folate_f100014_1_0
3817,folate_f100014_2_0
3818,folate_f100014_3_0
3819,folate_f100014_4_0
3820,vitamin_c_f100015_0_0
3821,vitamin_c_f100015_1_0
3822,vitamin_c_f100015_2_0
3823,vitamin_c_f100015_3_0
3824,vitamin_c_f100015_4_0
3825,potassium_f100016_0_0
3826,potassium_f100016_1_0
3827,potassium_f100016_2_0
3828,potassium_f100016_3_0
3829,potassium_f100016_4_0
3830,magnesium_f100017_0_0
3831,magnesium_f100017_1_0
3832,magnesium_f100017_2_0
3833,magnesium_f100017_3_0
3834,magnesium_f100017_4_0
3835,retinol_f100018_0_0
3836,retinol_f100018_1_0
3837,retinol_f100018_2_0
3838,retinol_f100018_3_0
3839,retinol_f100018_4_0
3840,carotene_f100019_0_0
3841,carotene_f100019_1_0
3842,carotene_f100019_2_0
3843,carotene_f100019_3_0
3844,carotene_f100019_4_0
3845,typical_diet_yesterday_f100020_0_0
3846,typical_diet_yesterday_f100020_1_0
3847,typical_diet_yesterday_f100020_2_0
3848,typical_diet_yesterday_f100020_3_0
3849,typical_diet_yesterday_f100020_4_0
3850,vitamin_d_f100021_0_0
3851,vitamin_d_f100021_1_0
3852,vitamin_d_f100021_2_0
3853,vitamin_d_f100021_3_0
3854,vitamin_d_f100021_4_0
3855,alcohol_f100022_0_0
3856,alcohol_f100022_1_0
3857,alcohol_f100022_2_0
3858,alcohol_f100022_3_0
3859,alcohol_f100022_4_0
3860,starch_f100023_0_0
3861,starch_f100023_1_0
3862,starch_f100023_2_0
3863,starch_f100023_3_0
3864,starch_f100023_4_0
3865,calcium_f100024_0_0
3866,calcium_f100024_1_0
3867,calcium_f100024_2_0
3868,calcium_f100024_3_0
3869,calcium_f100024_4_0
3870,vitamin_e_f100025_0_0
3871,vitamin_e_f100025_1_0
3872,vitamin_e_f100025_2_0
3873,vitamin_e_f100025_3_0
3874,vitamin_e_f100025_4_0
3875,daily_dietary_data_credible_f100026_0_0
3876,daily_dietary_data_credible_f100026_1_0
3877,daily_dietary_data_credible_f100026_2_0
3878,daily_dietary_data_credible_f100026_3_0
3879,daily_dietary_data_credible_f100026_4_0
3880,drinking_water_intake_f100150_0_0
3881,drinking_water_intake_f100150_1_0
3882,drinking_water_intake_f100150_2_0
3883,drinking_water_intake_f100150_3_0
3884,drinking_water_intake_f100150_4_0
3885,low_calorie_drink_intake_f100160_0_0
3886,low_calorie_drink_intake_f100160_1_0
3887,low_calorie_drink_intake_f100160_2_0
3888,low_calorie_drink_intake_f100160_3_0
3889,low_calorie_drink_intake_f100160_4_0
3890,fizzy_drink_intake_f100170_0_0
3891,fizzy_drink_intake_f100170_1_0
3892,fizzy_drink_intake_f100170_2_0
3893,fizzy_drink_intake_f100170_3_0
3894,fizzy_drink_intake_f100170_4_0
3895,squash_intake_f100180_0_0
3896,squash_intake_f100180_1_0
3897,squash_intake_f100180_2_0
3898,squash_intake_f100180_3_0
3899,squash_intake_f100180_4_0
3900,orange_juice_intake_f100190_0_0
3901,orange_juice_intake_f100190_1_0
3902,orange_juice_intake_f100190_2_0
3903,orange_juice_intake_f100190_3_0
3904,orange_juice_intake_f100190_4_0
3905,grapefruit_juice_intake_f100200_0_0
3906,grapefruit_juice_intake_f100200_1_0
3907,grapefruit_juice_intake_f100200_2_0
3908,grapefruit_juice_intake_f100200_3_0
3909,grapefruit_juice_intake_f100200_4_0
3910,pure_fruitvegetable_juice_intake_f100210_0_0
3911,pure_fruitvegetable_juice_intake_f100210_1_0
3912,pure_fruitvegetable_juice_intake_f100210_2_0
3913,pure_fruitvegetable_juice_intake_f100210_3_0
3914,pure_fruitvegetable_juice_intake_f100210_4_0
3915,fruit_smoothie_intake_f100220_0_0
3916,fruit_smoothie_intake_f100220_1_0
3917,fruit_smoothie_intake_f100220_2_0
3918,fruit_smoothie_intake_f100220_3_0
3919,fruit_smoothie_intake_f100220_4_0
3920,dairy_smoothie_intake_f100230_0_0
3921,dairy_smoothie_intake_f100230_1_0
3922,dairy_smoothie_intake_f100230_2_0
3923,dairy_smoothie_intake_f100230_3_0
3924,dairy_smoothie_intake_f100230_4_0
3925,coffee_consumed_f100240_0_0
3926,coffee_consumed_f100240_1_0
3927,coffee_consumed_f100240_2_0
3928,coffee_consumed_f100240_3_0
3929,coffee_consumed_f100240_4_0
3930,instant_coffee_intake_f100250_0_0
3931,instant_coffee_intake_f100250_1_0
3932,instant_coffee_intake_f100250_2_0
3933,instant_coffee_intake_f100250_3_0
3934,instant_coffee_intake_f100250_4_0
3935,added_milk_to_instant_coffee_f100260_0_0
3936,added_milk_to_instant_coffee_f100260_1_0
3937,added_milk_to_instant_coffee_f100260_2_0
3938,added_milk_to_instant_coffee_f100260_3_0
3939,added_milk_to_instant_coffee_f100260_4_0
3940,filtered_coffee_intake_f100270_0_0
3941,filtered_coffee_intake_f100270_1_0
3942,filtered_coffee_intake_f100270_2_0
3943,filtered_coffee_intake_f100270_3_0
3944,filtered_coffee_intake_f100270_4_0
3945,added_milk_to_filtered_coffee_f100280_0_0
3946,added_milk_to_filtered_coffee_f100280_1_0
3947,added_milk_to_filtered_coffee_f100280_2_0
3948,added_milk_to_filtered_coffee_f100280_3_0
3949,added_milk_to_filtered_coffee_f100280_4_0
3950,cappuccino_intake_f100290_0_0
3951,cappuccino_intake_f100290_1_0
3952,cappuccino_intake_f100290_2_0
3953,cappuccino_intake_f100290_3_0
3954,cappuccino_intake_f100290_4_0
3955,latte_intake_f100300_0_0
3956,latte_intake_f100300_1_0
3957,latte_intake_f100300_2_0
3958,latte_intake_f100300_3_0
3959,latte_intake_f100300_4_0
3960,espresso_intake_f100310_0_0
3961,espresso_intake_f100310_1_0
3962,espresso_intake_f100310_2_0
3963,espresso_intake_f100310_3_0
3964,espresso_intake_f100310_4_0
3965,added_milk_to_espresso_f100320_0_0
3966,added_milk_to_espresso_f100320_1_0
3967,added_milk_to_espresso_f100320_2_0
3968,added_milk_to_espresso_f100320_3_0
3969,added_milk_to_espresso_f100320_4_0
3970,other_coffee_type_f100330_0_0
3971,other_coffee_type_f100330_1_0
3972,other_coffee_type_f100330_2_0
3973,other_coffee_type_f100330_3_0
3974,other_coffee_type_f100330_4_0
3975,added_milk_to_other_coffee_type_f100350_0_0
3976,added_milk_to_other_coffee_type_f100350_1_0
3977,added_milk_to_other_coffee_type_f100350_2_0
3978,added_milk_to_other_coffee_type_f100350_3_0
3979,added_milk_to_other_coffee_type_f100350_4_0
3980,decaffeinated_coffee_f100360_0_0
3981,decaffeinated_coffee_f100360_1_0
3982,decaffeinated_coffee_f100360_2_0
3983,decaffeinated_coffee_f100360_3_0
3984,decaffeinated_coffee_f100360_4_0
3985,intake_of_sugar_added_to_coffee_f100370_0_0
3986,intake_of_sugar_added_to_coffee_f100370_1_0
3987,intake_of_sugar_added_to_coffee_f100370_2_0
3988,intake_of_sugar_added_to_coffee_f100370_3_0
3989,intake_of_sugar_added_to_coffee_f100370_4_0
3990,intake_of_artificial_sweetener_added_to_coffee_f100380_0_0
3991,intake_of_artificial_sweetener_added_to_coffee_f100380_1_0
3992,intake_of_artificial_sweetener_added_to_coffee_f100380_2_0
3993,intake_of_artificial_sweetener_added_to_coffee_f100380_3_0
3994,intake_of_artificial_sweetener_added_to_coffee_f100380_4_0
3995,tea_consumed_f100390_0_0
3996,tea_consumed_f100390_1_0
3997,tea_consumed_f100390_2_0
3998,tea_consumed_f100390_3_0
3999,tea_consumed_f100390_4_0
4000,standard_tea_intake_f100400_0_0
4001,standard_tea_intake_f100400_1_0
4002,standard_tea_intake_f100400_2_0
4003,standard_tea_intake_f100400_3_0
4004,standard_tea_intake_f100400_4_0
4005,rooibos_tea_intake_f100410_0_0
4006,rooibos_tea_intake_f100410_1_0
4007,rooibos_tea_intake_f100410_2_0
4008,rooibos_tea_intake_f100410_3_0
4009,rooibos_tea_intake_f100410_4_0
4010,green_tea_intake_f100420_0_0
4011,green_tea_intake_f100420_1_0
4012,green_tea_intake_f100420_2_0
4013,green_tea_intake_f100420_3_0
4014,green_tea_intake_f100420_4_0
4015,herbal_tea_intake_f100430_0_0
4016,herbal_tea_intake_f100430_1_0
4017,herbal_tea_intake_f100430_2_0
4018,herbal_tea_intake_f100430_3_0
4019,herbal_tea_intake_f100430_4_0
4020,other_tea_intake_f100440_0_0
4021,other_tea_intake_f100440_1_0
4022,other_tea_intake_f100440_2_0
4023,other_tea_intake_f100440_3_0
4024,other_tea_intake_f100440_4_0
4025,added_milk_to_standard_tea_f100460_0_0
4026,added_milk_to_standard_tea_f100460_1_0
4027,added_milk_to_standard_tea_f100460_2_0
4028,added_milk_to_standard_tea_f100460_3_0
4029,added_milk_to_standard_tea_f100460_4_0
4030,decaffeinated_tea_f100470_0_0
4031,decaffeinated_tea_f100470_1_0
4032,decaffeinated_tea_f100470_2_0
4033,decaffeinated_tea_f100470_3_0
4034,decaffeinated_tea_f100470_4_0
4035,added_milk_to_rooibos_tea_f100480_0_0
4036,added_milk_to_rooibos_tea_f100480_1_0
4037,added_milk_to_rooibos_tea_f100480_2_0
4038,added_milk_to_rooibos_tea_f100480_3_0
4039,added_milk_to_rooibos_tea_f100480_4_0
4040,intake_of_sugar_added_to_tea_f100490_0_0
4041,intake_of_sugar_added_to_tea_f100490_1_0
4042,intake_of_sugar_added_to_tea_f100490_2_0
4043,intake_of_sugar_added_to_tea_f100490_3_0
4044,intake_of_sugar_added_to_tea_f100490_4_0
4045,intake_of_artificial_sweetener_added_to_tea_f100500_0_0
4046,intake_of_artificial_sweetener_added_to_tea_f100500_1_0
4047,intake_of_artificial_sweetener_added_to_tea_f100500_2_0
4048,intake_of_artificial_sweetener_added_to_tea_f100500_3_0
4049,intake_of_artificial_sweetener_added_to_tea_f100500_4_0
4050,other_nonalcoholic_drinks_f100510_0_0
4051,other_nonalcoholic_drinks_f100510_1_0
4052,other_nonalcoholic_drinks_f100510_2_0
4053,other_nonalcoholic_drinks_f100510_3_0
4054,other_nonalcoholic_drinks_f100510_4_0
4055,milk_intake_f100520_0_0
4056,milk_intake_f100520_1_0
4057,milk_intake_f100520_2_0
4058,milk_intake_f100520_3_0
4059,milk_intake_f100520_4_0
4060,flavoured_milk_intake_f100530_0_0
4061,flavoured_milk_intake_f100530_1_0
4062,flavoured_milk_intake_f100530_2_0
4063,flavoured_milk_intake_f100530_3_0
4064,flavoured_milk_intake_f100530_4_0
4065,low_calorie_hot_chocolate_intake_f100540_0_0
4066,low_calorie_hot_chocolate_intake_f100540_1_0
4067,low_calorie_hot_chocolate_intake_f100540_2_0
4068,low_calorie_hot_chocolate_intake_f100540_3_0
4069,low_calorie_hot_chocolate_intake_f100540_4_0
4070,hot_chocolate_intake_f100550_0_0
4071,hot_chocolate_intake_f100550_1_0
4072,hot_chocolate_intake_f100550_2_0
4073,hot_chocolate_intake_f100550_3_0
4074,hot_chocolate_intake_f100550_4_0
4075,other_drink_intake_f100560_0_0
4076,other_drink_intake_f100560_1_0
4077,other_drink_intake_f100560_2_0
4078,other_drink_intake_f100560_3_0
4079,other_drink_intake_f100560_4_0
4080,alcohol_consumed_f100580_0_0
4081,alcohol_consumed_f100580_1_0
4082,alcohol_consumed_f100580_2_0
4083,alcohol_consumed_f100580_3_0
4084,alcohol_consumed_f100580_4_0
4085,red_wine_intake_f100590_0_0
4086,red_wine_intake_f100590_1_0
4087,red_wine_intake_f100590_2_0
4088,red_wine_intake_f100590_3_0
4089,red_wine_intake_f100590_4_0
4090,rose_wine_intake_f100630_0_0
4091,rose_wine_intake_f100630_1_0
4092,rose_wine_intake_f100630_2_0
4093,rose_wine_intake_f100630_3_0
4094,rose_wine_intake_f100630_4_0
4095,white_wine_intake_f100670_0_0
4096,white_wine_intake_f100670_1_0
4097,white_wine_intake_f100670_2_0
4098,white_wine_intake_f100670_3_0
4099,white_wine_intake_f100670_4_0
4100,beercider_intake_f100710_0_0
4101,beercider_intake_f100710_1_0
4102,beercider_intake_f100710_2_0
4103,beercider_intake_f100710_3_0
4104,beercider_intake_f100710_4_0
4105,fortified_wine_intake_f100720_0_0
4106,fortified_wine_intake_f100720_1_0
4107,fortified_wine_intake_f100720_2_0
4108,fortified_wine_intake_f100720_3_0
4109,fortified_wine_intake_f100720_4_0
4110,spirits_intake_f100730_0_0
4111,spirits_intake_f100730_1_0
4112,spirits_intake_f100730_2_0
4113,spirits_intake_f100730_3_0
4114,spirits_intake_f100730_4_0
4115,other_alcohol_intake_f100740_0_0
4116,other_alcohol_intake_f100740_1_0
4117,other_alcohol_intake_f100740_2_0
4118,other_alcohol_intake_f100740_3_0
4119,other_alcohol_intake_f100740_4_0
4120,breakfast_cereal_consumed_f100760_0_0
4121,breakfast_cereal_consumed_f100760_1_0
4122,breakfast_cereal_consumed_f100760_2_0
4123,breakfast_cereal_consumed_f100760_3_0
4124,breakfast_cereal_consumed_f100760_4_0
4125,porridge_intake_f100770_0_0
4126,porridge_intake_f100770_1_0
4127,porridge_intake_f100770_2_0
4128,porridge_intake_f100770_3_0
4129,porridge_intake_f100770_4_0
4130,muesli_intake_f100800_0_0
4131,muesli_intake_f100800_1_0
4132,muesli_intake_f100800_2_0
4133,muesli_intake_f100800_3_0
4134,muesli_intake_f100800_4_0
4135,oat_crunch_intake_f100810_0_0
4136,oat_crunch_intake_f100810_1_0
4137,oat_crunch_intake_f100810_2_0
4138,oat_crunch_intake_f100810_3_0
4139,oat_crunch_intake_f100810_4_0
4140,sweetened_cereal_intake_f100820_0_0
4141,sweetened_cereal_intake_f100820_1_0
4142,sweetened_cereal_intake_f100820_2_0
4143,sweetened_cereal_intake_f100820_3_0
4144,sweetened_cereal_intake_f100820_4_0
4145,plain_cereal_intake_f100830_0_0
4146,plain_cereal_intake_f100830_1_0
4147,plain_cereal_intake_f100830_2_0
4148,plain_cereal_intake_f100830_3_0
4149,plain_cereal_intake_f100830_4_0
4150,bran_cereal_intake_f100840_0_0
4151,bran_cereal_intake_f100840_1_0
4152,bran_cereal_intake_f100840_2_0
4153,bran_cereal_intake_f100840_3_0
4154,bran_cereal_intake_f100840_4_0
4155,wholewheat_cereal_intake_f100850_0_0
4156,wholewheat_cereal_intake_f100850_1_0
4157,wholewheat_cereal_intake_f100850_2_0
4158,wholewheat_cereal_intake_f100850_3_0
4159,wholewheat_cereal_intake_f100850_4_0
4160,other_cereal_intake_f100860_0_0
4161,other_cereal_intake_f100860_1_0
4162,other_cereal_intake_f100860_2_0
4163,other_cereal_intake_f100860_3_0
4164,other_cereal_intake_f100860_4_0
4165,dried_fruit_added_to_cereal_f100880_0_0
4166,dried_fruit_added_to_cereal_f100880_1_0
4167,dried_fruit_added_to_cereal_f100880_2_0
4168,dried_fruit_added_to_cereal_f100880_3_0
4169,dried_fruit_added_to_cereal_f100880_4_0
4170,milk_added_to_cereal_f100890_0_0
4171,milk_added_to_cereal_f100890_1_0
4172,milk_added_to_cereal_f100890_2_0
4173,milk_added_to_cereal_f100890_3_0
4174,milk_added_to_cereal_f100890_4_0
4175,intake_of_sugar_added_to_cereal_f100900_0_0
4176,intake_of_sugar_added_to_cereal_f100900_1_0
4177,intake_of_sugar_added_to_cereal_f100900_2_0
4178,intake_of_sugar_added_to_cereal_f100900_3_0
4179,intake_of_sugar_added_to_cereal_f100900_4_0
4180,intake_of_artificial_sweetener_added_to_cereal_f100910_0_0
4181,intake_of_artificial_sweetener_added_to_cereal_f100910_1_0
4182,intake_of_artificial_sweetener_added_to_cereal_f100910_2_0
4183,intake_of_artificial_sweetener_added_to_cereal_f100910_3_0
4184,intake_of_artificial_sweetener_added_to_cereal_f100910_4_0
4185,type_milk_consumed_f100920_0_0
4186,type_milk_consumed_f100920_1_0
4187,type_milk_consumed_f100920_2_0
4188,type_milk_consumed_f100920_3_0
4189,type_milk_consumed_f100920_4_0
4190,bread_consumed_f100940_0_0
4191,bread_consumed_f100940_1_0
4192,bread_consumed_f100940_2_0
4193,bread_consumed_f100940_3_0
4194,bread_consumed_f100940_4_0
4195,sliced_bread_intake_f100950_0_0
4196,sliced_bread_intake_f100950_1_0
4197,sliced_bread_intake_f100950_2_0
4198,sliced_bread_intake_f100950_3_0
4199,sliced_bread_intake_f100950_4_0
4200,baguette_intake_f101020_0_0
4201,baguette_intake_f101020_1_0
4202,baguette_intake_f101020_2_0
4203,baguette_intake_f101020_3_0
4204,baguette_intake_f101020_4_0
4205,bap_intake_f101090_0_0
4206,bap_intake_f101090_1_0
4207,bap_intake_f101090_2_0
4208,bap_intake_f101090_3_0
4209,bap_intake_f101090_4_0
4210,bread_roll_intake_f101160_0_0
4211,bread_roll_intake_f101160_1_0
4212,bread_roll_intake_f101160_2_0
4213,bread_roll_intake_f101160_3_0
